FAMID	ID	PID	MID	SEX	POP	POP_SIMPLE	COUNTRY	SPOP	CONTINENT	ORDER	POP_ORDER	SPOP_ORDER	POP_COLOR	SPOP_COLOR
NA18907	NA18907	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1895	5	3	#ffb933	#ffeb33
NA18908	NA18908	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1896	5	3	#ffb933	#ffeb33
NA18909	NA18909	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1897	5	3	#ffb933	#ffeb33
NA18910	NA18910	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1898	5	3	#ffb933	#ffeb33
NA18912	NA18912	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1899	5	3	#ffb933	#ffeb33
NA18915	NA18915	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1900	5	3	#ffb933	#ffeb33
NA18916	NA18916	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1901	5	3	#ffb933	#ffeb33
NA18917	NA18917	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1902	5	3	#ffb933	#ffeb33
NA18923	NA18923	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1903	5	3	#ffb933	#ffeb33
NA18924	NA18924	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1904	5	3	#ffb933	#ffeb33
NA18933	NA18933	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	1905	5	3	#ffb933	#ffeb33
NA18934	NA18934	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	1906	5	3	#ffb933	#ffeb33
NA18939	NA18939	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1907	15	1	#008b00	#adff33
NA18940	NA18940	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1908	15	1	#008b00	#adff33
NA18941	NA18941	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1909	15	1	#008b00	#adff33
NA18942	NA18942	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1910	15	1	#008b00	#adff33
NA18943	NA18943	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1911	15	1	#008b00	#adff33
NA18944	NA18944	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1912	15	1	#008b00	#adff33
NA18945	NA18945	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1913	15	1	#008b00	#adff33
NA18946	NA18946	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1914	15	1	#008b00	#adff33
NA18947	NA18947	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1915	15	1	#008b00	#adff33
NA18948	NA18948	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1916	15	1	#008b00	#adff33
NA18949	NA18949	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1917	15	1	#008b00	#adff33
NA18950	NA18950	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1918	15	1	#008b00	#adff33
NA18951	NA18951	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1919	15	1	#008b00	#adff33
NA18952	NA18952	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1920	15	1	#008b00	#adff33
NA18953	NA18953	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1921	15	1	#008b00	#adff33
NA18954	NA18954	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1922	15	1	#008b00	#adff33
NA18956	NA18956	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1923	15	1	#008b00	#adff33
NA18957	NA18957	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1924	15	1	#008b00	#adff33
NA18959	NA18959	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1925	15	1	#008b00	#adff33
NA18960	NA18960	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1926	15	1	#008b00	#adff33
NA18961	NA18961	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1927	15	1	#008b00	#adff33
NA18962	NA18962	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1928	15	1	#008b00	#adff33
NA18963	NA18963	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1929	15	1	#008b00	#adff33
NA18964	NA18964	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1930	15	1	#008b00	#adff33
NA18965	NA18965	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1931	15	1	#008b00	#adff33
NA18966	NA18966	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1932	15	1	#008b00	#adff33
NA18967	NA18967	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1933	15	1	#008b00	#adff33
NA18968	NA18968	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1934	15	1	#008b00	#adff33
NA18969	NA18969	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1935	15	1	#008b00	#adff33
NA18970	NA18970	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1936	15	1	#008b00	#adff33
NA18971	NA18971	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1937	15	1	#008b00	#adff33
NA18972	NA18972	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1938	15	1	#008b00	#adff33
NA18973	NA18973	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1939	15	1	#008b00	#adff33
NA18974	NA18974	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1940	15	1	#008b00	#adff33
NA18975	NA18975	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1941	15	1	#008b00	#adff33
NA18976	NA18976	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1942	15	1	#008b00	#adff33
NA18977	NA18977	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1943	15	1	#008b00	#adff33
NA18978	NA18978	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1944	15	1	#008b00	#adff33
NA18979	NA18979	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1945	15	1	#008b00	#adff33
NA18980	NA18980	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1946	15	1	#008b00	#adff33
NA18981	NA18981	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1947	15	1	#008b00	#adff33
NA18982	NA18982	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1948	15	1	#008b00	#adff33
NA18983	NA18983	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1949	15	1	#008b00	#adff33
NA18984	NA18984	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1950	15	1	#008b00	#adff33
NA18985	NA18985	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1951	15	1	#008b00	#adff33
NA18986	NA18986	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1952	15	1	#008b00	#adff33
NA18987	NA18987	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1953	15	1	#008b00	#adff33
NA18988	NA18988	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1954	15	1	#008b00	#adff33
NA18989	NA18989	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1955	15	1	#008b00	#adff33
NA18990	NA18990	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1956	15	1	#008b00	#adff33
NA18991	NA18991	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1957	15	1	#008b00	#adff33
NA18992	NA18992	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1958	15	1	#008b00	#adff33
NA18993	NA18993	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1959	15	1	#008b00	#adff33
NA18994	NA18994	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1960	15	1	#008b00	#adff33
NA18995	NA18995	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1961	15	1	#008b00	#adff33
NA18997	NA18997	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1962	15	1	#008b00	#adff33
NA18998	NA18998	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1963	15	1	#008b00	#adff33
NA18999	NA18999	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1964	15	1	#008b00	#adff33
NA19000	NA19000	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1965	15	1	#008b00	#adff33
NA19001	NA19001	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1966	15	1	#008b00	#adff33
NA19002	NA19002	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1967	15	1	#008b00	#adff33
NA19003	NA19003	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1968	15	1	#008b00	#adff33
NA19004	NA19004	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1969	15	1	#008b00	#adff33
NA19005	NA19005	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1970	15	1	#008b00	#adff33
NA19006	NA19006	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1971	15	1	#008b00	#adff33
NA19007	NA19007	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1972	15	1	#008b00	#adff33
NA19009	NA19009	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1973	15	1	#008b00	#adff33
NA19010	NA19010	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1974	15	1	#008b00	#adff33
NA19011	NA19011	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1975	15	1	#008b00	#adff33
NA19012	NA19012	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1976	15	1	#008b00	#adff33
NA19017	NA19017	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1977	3	3	#cc9933	#ffeb33
NA19019	NA19019	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1978	3	3	#cc9933	#ffeb33
NA19020	NA19020	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1979	3	3	#cc9933	#ffeb33
NA19023	NA19023	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1980	3	3	#cc9933	#ffeb33
NA19024	NA19024	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1981	3	3	#cc9933	#ffeb33
NA19025	NA19025	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1982	3	3	#cc9933	#ffeb33
NA19026	NA19026	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1983	3	3	#cc9933	#ffeb33
NA19027	NA19027	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1984	3	3	#cc9933	#ffeb33
NA19028	NA19028	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1985	3	3	#cc9933	#ffeb33
NA19030	NA19030	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1986	3	3	#cc9933	#ffeb33
NA19031	NA19031	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1987	3	3	#cc9933	#ffeb33
NA19035	NA19035	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1988	3	3	#cc9933	#ffeb33
NA19036	NA19036	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1989	3	3	#cc9933	#ffeb33
NA19037	NA19037	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1990	3	3	#cc9933	#ffeb33
NA19038	NA19038	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1991	3	3	#cc9933	#ffeb33
NA19041	NA19041	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1992	3	3	#cc9933	#ffeb33
NA19042	NA19042	0	0	2	LWK	Luhya	Kenya	AFR	Africa	1993	3	3	#cc9933	#ffeb33
NA19043	NA19043	0	0	1	LWK	Luhya	Kenya	AFR	Africa	1994	3	3	#cc9933	#ffeb33
NA19054	NA19054	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1995	15	1	#008b00	#adff33
NA19055	NA19055	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1996	15	1	#008b00	#adff33
NA19056	NA19056	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1997	15	1	#008b00	#adff33
NA19057	NA19057	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	1998	15	1	#008b00	#adff33
NA19058	NA19058	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	1999	15	1	#008b00	#adff33
NA19059	NA19059	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2000	15	1	#008b00	#adff33
NA19060	NA19060	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2001	15	1	#008b00	#adff33
NA19062	NA19062	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2002	15	1	#008b00	#adff33
NA19063	NA19063	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2003	15	1	#008b00	#adff33
NA19064	NA19064	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2004	15	1	#008b00	#adff33
NA19065	NA19065	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2005	15	1	#008b00	#adff33
NA19066	NA19066	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2006	15	1	#008b00	#adff33
NA19067	NA19067	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2007	15	1	#008b00	#adff33
NA19068	NA19068	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2008	15	1	#008b00	#adff33
NA19070	NA19070	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2009	15	1	#008b00	#adff33
NA19072	NA19072	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2010	15	1	#008b00	#adff33
NA19074	NA19074	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2011	15	1	#008b00	#adff33
NA19075	NA19075	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2012	15	1	#008b00	#adff33
NA19076	NA19076	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2013	15	1	#008b00	#adff33
NA19077	NA19077	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2014	15	1	#008b00	#adff33
NA19078	NA19078	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2015	15	1	#008b00	#adff33
NA19079	NA19079	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2016	15	1	#008b00	#adff33
NA19080	NA19080	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2017	15	1	#008b00	#adff33
NA19081	NA19081	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2018	15	1	#008b00	#adff33
NA19082	NA19082	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2019	15	1	#008b00	#adff33
NA19083	NA19083	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2020	15	1	#008b00	#adff33
NA19084	NA19084	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2021	15	1	#008b00	#adff33
NA19085	NA19085	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2022	15	1	#008b00	#adff33
NA19086	NA19086	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2023	15	1	#008b00	#adff33
NA19087	NA19087	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2024	15	1	#008b00	#adff33
NA19088	NA19088	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2025	15	1	#008b00	#adff33
NA19089	NA19089	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2026	15	1	#008b00	#adff33
NA19090	NA19090	0	0	2	JPT	Japanese	Japan	EAS	East_Asia	2027	15	1	#008b00	#adff33
NA19091	NA19091	0	0	1	JPT	Japanese	Japan	EAS	East_Asia	2028	15	1	#008b00	#adff33
NA19092	NA19092	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2029	5	3	#ffb933	#ffeb33
NA19093	NA19093	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2030	5	3	#ffb933	#ffeb33
NA19095	NA19095	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2031	5	3	#ffb933	#ffeb33
NA19096	NA19096	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2032	5	3	#ffb933	#ffeb33
NA19098	NA19098	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2033	5	3	#ffb933	#ffeb33
NA19099	NA19099	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2034	5	3	#ffb933	#ffeb33
NA19102	NA19102	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2035	5	3	#ffb933	#ffeb33
NA19107	NA19107	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2036	5	3	#ffb933	#ffeb33
NA19108	NA19108	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2037	5	3	#ffb933	#ffeb33
NA19113	NA19113	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2038	5	3	#ffb933	#ffeb33
NA19114	NA19114	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2039	5	3	#ffb933	#ffeb33
NA19116	NA19116	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2040	5	3	#ffb933	#ffeb33
NA19117	NA19117	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2041	5	3	#ffb933	#ffeb33
NA19118	NA19118	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2042	5	3	#ffb933	#ffeb33
NA19119	NA19119	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2043	5	3	#ffb933	#ffeb33
NA19121	NA19121	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2044	5	3	#ffb933	#ffeb33
NA19129	NA19129	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2045	5	3	#ffb933	#ffeb33
NA19130	NA19130	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2046	5	3	#ffb933	#ffeb33
NA19131	NA19131	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2047	5	3	#ffb933	#ffeb33
NA19137	NA19137	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2048	5	3	#ffb933	#ffeb33
NA19138	NA19138	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2049	5	3	#ffb933	#ffeb33
NA19141	NA19141	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2050	5	3	#ffb933	#ffeb33
NA19143	NA19143	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2051	5	3	#ffb933	#ffeb33
NA19144	NA19144	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2052	5	3	#ffb933	#ffeb33
NA19146	NA19146	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2053	5	3	#ffb933	#ffeb33
NA19147	NA19147	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2054	5	3	#ffb933	#ffeb33
NA19149	NA19149	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2055	5	3	#ffb933	#ffeb33
NA19152	NA19152	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2056	5	3	#ffb933	#ffeb33
NA19153	NA19153	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2057	5	3	#ffb933	#ffeb33
NA19159	NA19159	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2058	5	3	#ffb933	#ffeb33
NA19160	NA19160	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2059	5	3	#ffb933	#ffeb33
NA19171	NA19171	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2060	5	3	#ffb933	#ffeb33
NA19172	NA19172	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2061	5	3	#ffb933	#ffeb33
NA19175	NA19175	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2062	5	3	#ffb933	#ffeb33
NA19184	NA19184	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2063	5	3	#ffb933	#ffeb33
NA19185	NA19185	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2064	5	3	#ffb933	#ffeb33
NA19189	NA19189	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2065	5	3	#ffb933	#ffeb33
NA19190	NA19190	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2066	5	3	#ffb933	#ffeb33
NA19197	NA19197	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2067	5	3	#ffb933	#ffeb33
NA19198	NA19198	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2068	5	3	#ffb933	#ffeb33
NA19200	NA19200	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2069	5	3	#ffb933	#ffeb33
NA19201	NA19201	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2070	5	3	#ffb933	#ffeb33
NA19204	NA19204	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2071	5	3	#ffb933	#ffeb33
NA19206	NA19206	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2072	5	3	#ffb933	#ffeb33
NA19207	NA19207	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2073	5	3	#ffb933	#ffeb33
NA19209	NA19209	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2074	5	3	#ffb933	#ffeb33
NA19210	NA19210	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2075	5	3	#ffb933	#ffeb33
NA19213	NA19213	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2076	5	3	#ffb933	#ffeb33
NA19214	NA19214	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2077	5	3	#ffb933	#ffeb33
NA19222	NA19222	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2078	5	3	#ffb933	#ffeb33
NA19223	NA19223	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2079	5	3	#ffb933	#ffeb33
NA19225	NA19225	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2080	5	3	#ffb933	#ffeb33
NA19235	NA19235	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2081	5	3	#ffb933	#ffeb33
NA19236	NA19236	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2082	5	3	#ffb933	#ffeb33
NA19238	NA19238	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2083	5	3	#ffb933	#ffeb33
NA19239	NA19239	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2084	5	3	#ffb933	#ffeb33
NA19247	NA19247	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2085	5	3	#ffb933	#ffeb33
NA19248	NA19248	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2086	5	3	#ffb933	#ffeb33
NA19256	NA19256	0	0	1	YRI	Yoruba	Nigeria	AFR	Africa	2087	5	3	#ffb933	#ffeb33
NA19257	NA19257	0	0	2	YRI	Yoruba	Nigeria	AFR	Africa	2088	5	3	#ffb933	#ffeb33
NA19307	NA19307	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2089	3	3	#cc9933	#ffeb33
NA19308	NA19308	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2090	3	3	#cc9933	#ffeb33
NA19309	NA19309	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2091	3	3	#cc9933	#ffeb33
NA19310	NA19310	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2092	3	3	#cc9933	#ffeb33
NA19312	NA19312	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2093	3	3	#cc9933	#ffeb33
NA19314	NA19314	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2094	3	3	#cc9933	#ffeb33
NA19315	NA19315	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2095	3	3	#cc9933	#ffeb33
NA19316	NA19316	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2096	3	3	#cc9933	#ffeb33
NA19317	NA19317	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2097	3	3	#cc9933	#ffeb33
NA19318	NA19318	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2098	3	3	#cc9933	#ffeb33
NA19319	NA19319	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2099	3	3	#cc9933	#ffeb33
NA19320	NA19320	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2100	3	3	#cc9933	#ffeb33
NA19321	NA19321	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2101	3	3	#cc9933	#ffeb33
NA19323	NA19323	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2102	3	3	#cc9933	#ffeb33
NA19324	NA19324	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2103	3	3	#cc9933	#ffeb33
NA19327	NA19327	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2104	3	3	#cc9933	#ffeb33
NA19328	NA19328	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2105	3	3	#cc9933	#ffeb33
NA19331	NA19331	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2106	3	3	#cc9933	#ffeb33
NA19332	NA19332	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2107	3	3	#cc9933	#ffeb33
NA19334	NA19334	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2108	3	3	#cc9933	#ffeb33
NA19338	NA19338	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2109	3	3	#cc9933	#ffeb33
NA19346	NA19346	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2110	3	3	#cc9933	#ffeb33
NA19347	NA19347	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2111	3	3	#cc9933	#ffeb33
NA19350	NA19350	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2112	3	3	#cc9933	#ffeb33
NA19351	NA19351	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2113	3	3	#cc9933	#ffeb33
NA19355	NA19355	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2114	3	3	#cc9933	#ffeb33
NA19360	NA19360	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2115	3	3	#cc9933	#ffeb33
NA19372	NA19372	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2116	3	3	#cc9933	#ffeb33
NA19374	NA19374	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2117	3	3	#cc9933	#ffeb33
NA19375	NA19375	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2118	3	3	#cc9933	#ffeb33
NA19376	NA19376	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2119	3	3	#cc9933	#ffeb33
NA19377	NA19377	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2120	3	3	#cc9933	#ffeb33
NA19378	NA19378	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2121	3	3	#cc9933	#ffeb33
NA19379	NA19379	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2122	3	3	#cc9933	#ffeb33
NA19380	NA19380	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2123	3	3	#cc9933	#ffeb33
NA19383	NA19383	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2124	3	3	#cc9933	#ffeb33
NA19384	NA19384	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2125	3	3	#cc9933	#ffeb33
NA19385	NA19385	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2126	3	3	#cc9933	#ffeb33
NA19390	NA19390	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2127	3	3	#cc9933	#ffeb33
NA19391	NA19391	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2128	3	3	#cc9933	#ffeb33
NA19393	NA19393	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2129	3	3	#cc9933	#ffeb33
NA19394	NA19394	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2130	3	3	#cc9933	#ffeb33
NA19395	NA19395	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2131	3	3	#cc9933	#ffeb33
NA19397	NA19397	0	0	1	LWK	Luhya	Kenya	AFR	Africa	2132	3	3	#cc9933	#ffeb33
NA19399	NA19399	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2133	3	3	#cc9933	#ffeb33
NA19401	NA19401	0	0	2	LWK	Luhya	Kenya	AFR	Africa	2134	3	3	#cc9933	#ffeb33
